대출ID,신청일,대출금액,금리(%),기간(개월),신용등급,지역,연령대,대출목적,연체여부,연체일수,상환상태
LN202999,2024-11-03,870000,6.91,12,2등급,부산,30대,주거자금,N,0,상환중
LN200434,2025-02-24,3180000,16.94,6,5등급,대구,50대,생활자금,Y,51,연체
LN203749,2025-04-20,2410000,13.35,36,4등급,서울특별시,30대,사업자금,Y,33,연체
LN201860,2024-02-27,1660000,16.27,12,5등급,대전,30대,주거자금,N,0,완제
LN201029,2024-10-22,5090000,7.66,36,2등급,울산,20대,교육비,N,0,상환중
LN203613,2024-01-15,1100000,10.63,6,3등급,대전,60대 이상,사업자금,N,0,정상상환
LN203389,2024-04-20,2160000,9.32,24,3등급,울산,40대,주거자금,N,0,상환중
LN200676,2024-02-29,7850000,16.87,60,5등급,울산,30대,기타,N,0,상환중
LN205870,2024-07-22,2290000,5.29,6,1등급,경남,30대,사업자금,N,0,상환중
LN200525,2025-05-21,1870000,4.95,48,2등급,세종,50대,생활자금,N,0,정상상환
LN200156,2024-11-15,3980000,13.25,24,4등급,충북,40대,사업자금,N,0,정상
LN203375,2024-11-07,1550000,12.29,6,4등급,충북,60대 이상,의료비,N,0,상환중
LN201956,2025-03-27,2110000,9.92,24,3등급,대전,30대,주거자금,N,0,완제
LN204061,2025-06-15,3710000,18.7,60,6등급,전남,50대,기타,N,0,정상
LN200715,2024-09-21,3960000,6.63,12,1등급,전북,20대,의료비,N,0,상환중
LN200775,2024-06-27,4390000,8.61,24,3등급,전북,20대,주거자금,N,0,정상
LN203537,2025-06-04,2960000,5.67,6,2등급,전북,40대,의료비,N,0,정상
LN201463,2024-12-22,700000,11.92,24,4등급,충남,20대,의료비,N,0,상환중
LN201256,2024-04-29,2200000,10.6,60,3등급,서울,30대,주거자금,N,0,정상
LN204272,2024-01-08,500000,9.23,60,3등급,충북,50대,채무상환,N,0,정상상환
LN204345,2025-03-05,2650000,16.89,24,5등급,인천,20대,기타,N,0,상환중
LN200843,2025-04-16,1930000,8.31,12,3등급,제주,30대,사업자금,N,0,상환중
LN205676,2024-03-04,2660000,12.12,24,4등급,전북,30대,의료비,N,0,정상상환
LN203125,2024-05-07,1600000,10.35,6,4등급,광주,30대,채무상환,N,0,정상
LN200667,2024-03-13,4240000,15.67,24,5등급,경기도,60대 이상,교육비,Y,41,연체
LN201768,2024-05-11,620000,13.96,12,5등급,경북,40대,,N,0,상환중
LN202218,2024-11-30,3300000,13.72,6,4등급,제주,40대,채무상환,N,0,정상
LN203621,2024-10-30,1490000,5.52,60,2등급,전북,40대,사업자금,N,0,완제
LN203074,2024-03-18,1800000,19.25,24,7등급,광주,20대,교육비,Y,23,연체
LN200437,2025-02-05,3180000,13.15,12,4등급,경북,40대,기타,N,0,상환중
LN202277,2024-12-12,3540000,13.85,48,5등급,경북,30대,의료비,N,0,정상
LN205148,2024-07-25,1250000,5.23,60,1등급,전북,40대,의료비,N,0,정상
LN200399,2024-11-12,4670000,8.81,12,3등급,서울,60대 이상,채무상환,N,0,정상상환
LN203897,2024-03-22,720000,7.84,60,2등급,세종,40대,주거자금,N,0,정상
LN201667,2024-11-20,4680000,16.38,12,5등급,세종,30대,의료비,N,0,상환중
LN204172,2024-04-12,980000,16.32,12,5등급,경기,20대,채무상환,N,0,완제
LN205472,2024-02-08,4230000,10.27,36,4등급,경북,60대 이상,사업자금,N,0,상환중
LN204280,2025-02-25,1370000,12.27,24,4등급,제주,20대,주거자금,N,0,정상
LN204865,2025-03-08,1240000,12.15,6,4등급,제주,60대 이상,주거자금,N,0,완제
LN200229,2025-05-17,2690000,12.13,36,3등급,서울,20대,교육비,N,0,정상
LN201287,2025-06-09,2300000,8.32,36,2등급,대구,40대,사업자금,N,0,정상
LN203273,2024-10-14,930000,16.25,24,5등급,울산,20대,주거자금,Y,4,연체
LN200265,2024-12-31,1320000,6.16,24,2등급,부산,40대,채무상환,N,0,정상상환
LN203420,2024-12-11,4840000,19.1,24,7등급,광주,20대,의료비,Y,3,연체
LN205367,2025-06-05,10110000,15.89,36,5등급,부산,20대,생활자금,N,0,정상
LN200288,2024-02-12,2190000,10.97,6,4등급,울산,30대,사업자금,N,0,상환중
LN201066,2024-11-15,2190000,13.26,60,4등급,인천,40대,생활자금,Y,69,연체
LN201805,2024-03-29,1480000,14.14,48,5등급,충남,20대,사업자금,N,0,정상상환
LN205429,2024-07-01,6800000,13.37,12,4등급,울산,20대,기타,N,0,정상상환
LN204369,2025-06-02,1430000,20.34,48,7등급,부산광역시,40대,교육비,N,0,상환중
LN203514,2025-04-15,2660000,9.26,36,3등급,전북,30대,사업자금,N,0,상환중
LN205756,2024-03-28,2160000,14.41,36,5등급,충북,40대,사업자금,N,0,정상상환
LN203303,2024-02-21,3550000,8.62,24,2등급,전북,50대,교육비,N,0,상환중
LN205230,2024-11-11,5480000,8.25,60,2등급,울산,40대,채무상환,N,0,상환중
LN202004,2024-11-29,890000,10.63,36,3등급,경기,40대,교육비,N,0,상환중
LN201360,2024-04-10,4320000,14.69,24,5등급,서울,50대,주거자금,N,0,상환중
LN204854,2025-05-27,3630000,9.57,36,3등급,부산,40대,의료비,N,0,상환중
LN202288,2024-10-08,1380000,7.79,24,3등급,전북,40대,주거자금,N,0,상환중
LN200456,2024-06-05,1410000,12.59,12,4등급,세종,30대,기타,N,0,정상상환
LN204728,2025-05-12,1230000,18.79,24,7등급,인천,50대,사업자금,N,0,상환중
LN203596,2025-05-31,1260000,15.91,12,5등급,강원,60대 이상,의료비,N,0,상환중
LN200317,2025-06-15,3760000,16.43,24,5등급,경기,40대,기타,N,0,상환중
LN201089,2024-07-31,3150000,,6,,,40대,,N,0,상환중
LN204737,2024-10-10,2110000,17.84,36,7등급,서울,50대,생활자금,N,0,정상
LN200771,2024-07-09,9390000,10.3,60,4등급,충북,30대,교육비,N,0,완제
LN204377,2024-02-24,3650000,19.19,36,7등급,경남,40대,생활자금,Y,80,연체
LN203700,2025-02-24,3390000,14.67,60,5등급,울산,40대,의료비,N,0,정상상환
LN200031,2024-02-05,1960000,7.61,36,2등급,경기,50대,사업자금,N,0,상환중
LN203635,2025-04-28,1800000,18.71,24,7등급,울산,20대,생활자금,N,0,정상상환
LN201641,2025-02-05,1790000,5.72,60,1등급,부산,20대,주거자금,N,0,정상
LN201668,2024-10-16,3170000,12.56,12,4등급,전남,30대,채무상환,Y,38,연체
LN200605,2024-09-25,500000,13.56,60,4등급,경남,60대 이상,사업자금,N,0,정상
LN202519,2024-01-23,2790000,,24,,,30대,,N,0,완제
LN204427,2024-04-20,2770000,12.57,6,3등급,강원,30대,교육비,N,0,완제
LN200842,2024-05-13,1570000,20.55,24,7등급,부산,30대,생활자금,Y,46,연체
LN200218,2024-09-05,1730000,10.38,24,4등급,경북,50대,사업자금,N,0,정상상환
LN201149,2024-01-22,3490000,11.32,24,3등급,대전,60대 이상,채무상환,N,0,정상상환
LN203351,2024-01-01,870000,8.71,24,3등급,경남,40대,교육비,N,0,정상
LN201946,2025-01-21,590000,8.89,60,3등급,대구,40대,주거자금,N,0,정상
LN201880,2025-04-07,7300000,12.4,12,4등급,서울,40대,채무상환,N,0,정상상환
LN201939,2025-05-30,1710000,13.44,24,5등급,인천,20대,주거자금,N,0,정상
LN200418,2024-01-14,2860000,11.86,48,3등급,충남,40대,사업자금,Y,14,연체
LN201073,2024-12-18,4000000,17.41,60,6등급,충북,60대 이상,기타,N,0,정상상환
LN201265,2024-02-23,3440000,14.56,12,4등급,전남,20대,,N,0,상환중
LN203225,2024-08-05,570000,8.25,12,2등급,서울,40대,사업자금,N,0,상환중
LN204704,2024-07-26,1020000,7.82,24,3등급,대전,50대,의료비,N,0,정상상환
LN203884,2025-06-16,1310000,6.79,24,2등급,부산,40대,사업자금,N,0,정상
LN201200,2024-02-21,1100000,,24,,,40대,,N,0,상환중
LN205649,2025-06-16,500000,9.37,6,3등급,전북,40대,주거자금,N,0,상환중
LN204471,2024-04-18,1570000,8.63,6,2등급,경북,20대,기타,N,0,완제
LN200186,2025-03-16,2990000,15.55,12,5등급,전북,30대,주거자금,N,0,정상상환
LN201383,2024-03-08,1290000,,24,,,50대,,Y,45,연체
LN203401,2025-06-07,4180000,7.91,12,3등급,경기 ,40대,사업자금,N,0,완제
LN205951,2024-03-02,3190000,5.77,24,2등급,전남,50대,생활자금,N,0,정상
LN205248,2024-05-01,2980000,13.76,48,5등급,제주,30대,기타,Y,4,연체
LN201983,2024-01-02,900000,6.45,36,2등급,울산,30대,주거자금,N,0,정상
LN200998,2024-11-01,980000,16.82,24,7등급,경기,60대 이상,기타,N,0,정상
LN201100,2024-04-05,1690000,8.92,12,2등급,서울,30대,의료비,N,0,정상상환
LN205265,2024-03-26,980000,12.33,12,3등급,제주,30대,기타,N,0,상환중
LN203963,2024-12-10,1460000,7.08,24,2등급,대전,20대,채무상환,N,0,상환중
LN202183,2024-10-23,2760000,7.49,24,2등급,경기,30대,주거자금,N,0,정상
LN203812,2025-02-12,3050000,11.44,36,4등급,대전,20대,생활자금,N,0,상환중
LN200727,2025-06-17,7070000,16.11,36,5등급,충남,40대,채무상환,N,0,정상상환
LN201833,2024-12-06,1350000,12.74,24,4등급,제주,30대,생활자금,N,0,정상
LN201202,2025-04-05,860000,10.36,60,3등급,부산,40대,주거자금,N,0,상환중
LN205621,2025-02-05,2480000,21.25,6,7등급,강원,30대,생활자금,Y,7,연체
LN205358,2024-11-15,2350000,5.53,12,1등급,광주,30대,의료비,N,0,완제
LN204640,2025-04-21,2010000,13.21,48,5등급,전남,20대,사업자금,N,0,정상상환
LN203128,2025-04-05,3480000,7.21,12,2등급,충북,30대,주거자금,N,0,완제
LN203801,2024-10-15,3260000,14.28,24,5등급,경기,20대,사업자금,N,0,정상
LN202428,2024-08-13,3130000,16.68,6,6등급,서울,30대,기타,N,0,정상상환
LN205271,2024-05-24,3600000,6.7,60,1등급,제주,50대,사업자금,N,0,상환중
LN204963,2024-07-29,1130000,12.21,48,4등급,경북,50대,주거자금,N,0,정상상환
LN204311,2025-03-07,2190000,5.7,24,2등급,부산,20대,기타,N,0,정상상환
LN200997,2025-02-17,3320000,13.1,60,4등급,세종,30대,생활자금,N,0,상환중
LN203475,2024-04-15,1390000,,60,,,20대,,N,0,상환중
LN203323,2024-05-26,1170000,5.21,6,2등급,충북,30대,채무상환,N,0,완제
LN205363,2024-10-13,1030000,11.55,24,4등급,경남,20대,교육비,N,0,상환중
LN202395,2024-01-08,1210000,5.2,24,1등급,서울,20대,주거자금,N,0,상환중
LN203684,2024-11-08,5160000,8.33,60,3등급,대전,30대,교육비,N,0,정상상환
LN202110,2024-11-08,500000,9.05,6,2등급,전북,40대,의료비,N,0,상환중
LN205518,2025-03-17,2410000,16.44,12,5등급,전북,50대,생활자금,N,0,상환중
LN200369,2024-12-24,860000,4.68,24,1등급,광주,20대,채무상환,N,0,완제
LN204937,2024-07-12,2980000,21.28,6,6등급,경기,40대,교육비,N,0,정상
LN205308,2025-04-13,700000,18.25,12,6등급,충북,30대,기타,Y,72,연체
LN204138,2025-01-10,1870000,15.05,12,5등급,전북,30대,사업자금,N,0,정상상환
LN201176,2025-04-20,5020000,19.08,12,7등급,서울,40대,채무상환,Y,88,연체
LN200417,2024-06-09,840000,5.87,12,1등급,전북,40대,교육비,N,0,완제
LN201802,2024-12-16,2220000,10.39,48,4등급,인천,50대,교육비,N,0,정상
LN201690,2024-07-19,3110000,10.44,36,3등급,대전,20대,채무상환,N,0,정상상환
LN200330,2025-01-12,770000,9.73,6,3등급,충남,60대 이상,사업자금,N,0,상환중
LN201008,2024-06-03,4510000,9.53,60,3등급,경남,30대,의료비,Y,2,연체
LN202069,2024-04-04,7230000,10.59,60,3등급,경기도,30대,사업자금,N,0,상환중
LN201857,2024-06-06,3580000,9.05,36,3등급,,60대 이상,,N,0,정상
LN204214,2024-07-21,570000,14.11,36,5등급,세종,50대,생활자금,Y,20,연체
LN205257,2024-07-12,600000,9.72,6,3등급,경남,40대,교육비,N,0,완제
LN200972,2024-04-03,1810000,9.35,6,2등급,대구,30대,사업자금,N,0,상환중
LN205278,2024-12-22,660000,,12,,,50대,,N,0,정상
LN201123,2025-02-22,9730000,5.19,12,2등급,대전,40대,의료비,N,0,상환중
LN200629,2024-01-07,2940000,14.08,36,5등급,전남,30대,기타,N,0,정상상환
LN202822,2025-03-04,2530000,7.61,48,1등급,세종,40대,교육비,N,0,정상상환
LN201277,2025-02-20,1440000,9.75,12,4등급,대전,30대,생활자금,N,0,상환중
LN203015,2024-11-06,1510000,8.15,6,3등급,경북,40대,생활자금,N,0,상환중
LN203075,2024-02-21,1360000,15.16,24,5등급,충북,20대,기타,N,0,상환중
LN203891,2024-09-09,2080000,5.86,6,2등급,경기,20대,주거자금,Y,7,연체
LN200066,2025-03-04,2310000,16.06,12,5등급,경남,30대,교육비,N,0,상환중
LN204605,2024-01-18,2010000,9.77,24,4등급,제주,40대,기타,Y,5,연체
LN201902,2024-11-13,1350000,12.76,12,5등급,강원,50대,기타,N,0,상환중
LN200560,2024-08-29,8790000,6.96,12,2등급,세종,20대,주거자금,N,0,상환중
LN203798,2025-01-21,4200000,11.6,60,4등급,울산,20대,주거자금,N,0,상환중
LN205999,2024-12-30,1640000,12.33,12,4등급,충남,30대,채무상환,N,0,정상
LN204453,2024-11-29,6030000,15.11,24,5등급,전남,30대,의료비,Y,75,연체
LN204040,2024-01-12,830000,18.07,36,6등급,부산,40대,채무상환,N,0,상환중
LN201253,2024-10-22,4730000,19.06,24,7등급,제주,30대,생활자금,N,0,정상
LN203469,2024-01-04,2690000,5.81,48,2등급,충남,40대,의료비,N,0,상환중
LN203853,2024-04-21,3680000,11.08,60,3등급,인천,40대,기타,N,0,완제
LN204607,2024-02-28,1020000,15.57,36,5등급,제주,40대,사업자금,N,0,상환중
LN200551,2024-06-07,500000,6.35,12,2등급,충남,30대,사업자금,N,0,정상상환
LN202775,2024-10-03,640000,6.96,24,2등급,광주,40대,의료비,N,0,정상상환
LN205066,2025-02-22,2240000,15.88,6,5등급,울산,60대 이상,생활자금,N,0,상환중
LN201117,2025-01-22,950000,11.02,60,4등급,서울,20대,주거자금,N,0,상환중
LN201544,2025-01-31,820000,10.72,6,3등급,충북,20대,기타,N,0,완제
LN202133,2024-05-25,1860000,8.11,24,2등급,울산,40대,기타,N,0,상환중
LN202481,2024-07-20,1620000,9.44,48,2등급,인천,20대,의료비,N,0,상환중
LN204498,2024-08-25,1970000,15.55,6,5등급,전북,50대,교육비,N,0,완제
LN201027,2025-04-08,1820000,7.34,12,2등급,세종,40대,주거자금,N,0,완제
LN202764,2025-04-09,1840000,8.85,24,3등급,전북,40대,교육비,N,0,상환중
LN202312,2025-04-03,4880000,10.33,60,3등급,대전,20대,기타,N,0,상환중
LN204265,2024-04-09,1880000,11.95,12,3등급,광주,20대,사업자금,N,0,상환중
LN203545,2024-06-20,2020000,11.86,6,4등급,세종,20대,기타,N,0,상환중
LN202706,2025-04-13,4040000,17.73,12,6등급,경기,50대,채무상환,N,0,완제
LN205575,2024-02-18,740000,11.73,60,4등급,강원,20대,의료비,N,0,정상
LN202137,2024-08-16,2140000,20.46,12,,,60대 이상,,N,0,정상상환
LN201740,2025-03-22,850000,20.07,6,7등급,경북,50대,사업자금,N,0,상환중
LN204158,2024-10-21,1100000,18.41,12,6등급,대전,20대,생활자금,N,0,완제
LN200091,2024-01-06,4440000,10.89,6,3등급,광주,30대,의료비,N,0,완제
LN203831,2025-06-17,1950000,14.44,24,5등급,경남,20대,주거자금,N,0,정상
LN200057,2024-06-13,1620000,9.51,6,3등급,세종,40대,채무상환,N,0,완제
LN200049,2025-06-13,3010000,11.91,6,4등급,부산,60대 이상,생활자금,N,0,완제
LN201840,2024-04-20,2570000,,60,,,40대,,N,0,완제
LN204624,2025-01-23,980000,9.98,36,3등급,제주,30대,생활자금,N,0,완제
LN202158,2024-11-25,910000,10.56,12,4등급,전북,40대,기타,N,0,상환중
LN205758,2024-12-14,1840000,20.16,24,7등급,제주,40대,채무상환,N,0,정상
LN203970,2024-11-06,5060000,19.8,6,7등급,인천,20대,의료비,Y,32,연체
LN202330,2024-12-23,9360000,4.78,48,2등급,경남,30대,기타,N,0,상환중
LN204068,2024-01-13,1060000,5.01,6,1등급,서울,20대,교육비,N,0,상환중
LN202065,2024-01-14,3150000,9.73,24,4등급,광주,60대 이상,사업자금,N,0,완제
LN203790,2024-11-28,760000,6.29,12,2등급,대전,60대 이상,의료비,아니오,0,완제
LN200957,2024-10-22,1490000,15.69,6,5등급,강원,40대,채무상환,Y,28,연체
LN203760,2024-05-29,3700000,15.75,12,5등급,대전,50대,교육비,N,0,상환중
LN204406,2024-02-28,3100000,18.19,48,5등급,전북,30대,주거자금,N,0,완제
LN204447,2024-09-07,4380000,14.78,24,5등급,부산,40대,기타,N,0,상환중
LN200876,2024-10-13,5750000,8.18,36,3등급,대구,20대,의료비,N,0,정상
LN202217,2024-10-30,1010000,20.29,6,6등급,대전,30대,채무상환,N,0,상환중
LN203977,2025-03-19,2280000,16.2,60,5등급,경남,40대,기타,N,0,상환중
LN205898,2024-06-10,2940000,13.62,6,4등급,부산,30대,교육비,N,0,상환중
LN202331,2025-06-09,1690000,16.89,60,6등급,강원,50대,의료비,N,0,완제
LN202688,2024-12-16,3450000,7.26,6,2등급,대구,20대,채무상환,N,0,상환중
LN204829,2024-06-26,5100000,18.5,12,5등급,경기,30대,사업자금,N,0,상환중
LN200520,2024-02-18,1370000,6.43,36,1등급,울산,40대,기타,N,0,정상
LN200844,2024-01-26,2530000,6.08,24,1등급,광주,30대,교육비,N,0,정상상환
LN202705,2024-08-21,1370000,12.01,48,4등급,제주,40대,생활자금,N,0,정상상환
LN201221,2024-08-30,1320000,3.7,12,1등급,강원,60대 이상,주거자금,N,0,상환중
LN203854,2024-02-01,1790000,16.69,24,5등급,강원,30대,기타,N,0,정상상환
LN205331,2024-04-24,910000,5.74,12,1등급,전남,60대 이상,채무상환,N,0,상환중
LN202366,2024-04-03,850000,14.89,60,4등급,경남,20대,주거자금,N,0,정상상환
LN203383,2025-01-01,750000,15.68,24,5등급,경기,20대,생활자금,Y,28,연체
LN204292,2024-02-17,1670000,21.28,12,7등급,대구,40대,의료비,N,0,정상
LN202814,2025-04-29,9440000,15.8,6,5등급,강원,20대,기타,N,0,상환중
LN205597,2025-02-13,2920000,11.18,24,4등급,전남,20대,사업자금,Y,116,연체
LN201643,2024-02-21,1870000,5.5,12,2등급,제주,40대,교육비,N,0,상환중
LN204189,2024-06-20,2820000,6.95,60,1등급,제주,30대,기타,N,0,상환중
LN200466,2024-12-26,1530000,11.7,6,4등급,대전,40대,교육비,N,0,상환중
LN202581,2025-05-19,5950000,11.54,24,4등급,전남,30대,사업자금,N,0,완제
LN205383,2024-09-18,3120000,10.14,24,3등급,강원,30대,교육비,N,0,정상
LN204662,2025-06-08,3630000,11.89,24,4등급,전남,40대,기타,N,0,상환중
LN200387,2024-07-31,1460000,5.04,12,1등급,충남,50대,기타,N,0,정상상환
LN202364,2024-12-12,4460000,12.31,36,4등급,경남,30대,교육비,Y,119,상각
LN200068,2025-02-02,1530000,4.21,24,1등급,제주,30대,기타,N,0,정상상환
LN204080,2024-10-11,2910000,7.44,12,2등급,경기,40대,생활자금,N,0,정상상환
LN201448,2024-01-13,1160000,15.34,12,5등급,,30대,,N,0,정상상환
LN203161,2025-01-31,1740000,16.03,12,5등급,부산,20대,주거자금,N,0,상환중
LN204895,2025-03-21,2690000,9.53,24,4등급,전남,30대,의료비,N,0,정상
LN205004,2024-05-31,2320000,11.55,12,4등급,충북,40대,교육비,N,0,상환중
LN204126,2024-09-10,620000,18.8,12,6등급,경기 ,20대,생활자금,N,0,상환중
LN204105,2024-01-24,3330000,7.13,6,3등급,전남,50대,주거자금,N,0,상환중
LN203836,2025-05-24,710000,9.16,24,3등급,세종,20대,기타,N,0,상환중
LN201494,2024-06-24,4140000,11.54,36,3등급,인천,50대,사업자금,N,0,완제
LN203675,2024-07-03,7450000,14.7,24,5등급,제주,40대,기타,N,0,정상
LN200528,2025-01-04,2820000,7.36,48,2등급,제주,40대,채무상환,N,0,상환중
LN203081,2025-06-13,9470000,10.44,36,3등급,전북,30대,채무상환,Y,23,연체
LN205997,2024-04-14,1710000,10.56,6,3등급,대구,20대,주거자금,N,0,정상
LN201130,2024-03-20,1280000,15.99,36,5등급,경북,40대,생활자금,N,0,상환중
LN203560,2024-04-09,2870000,16.74,12,5등급,경북,40대,주거자금,N,0,정상상환
LN202464,2024-06-20,4830000,20.79,48,7등급,대전,30대,기타,Y,17,연체
LN202246,2025-04-08,6280000,6.05,12,1등급,광주,20대,의료비,N,0,상환중
LN203619,2024-07-03,5470000,16.41,36,5등급,전남,30대,채무상환,N,0,완제
LN205628,2024-05-06,10640000,9.75,48,3등급,Seoul,30대,교육비,N,0,정상
